job_title,experience_level,employment_type,company_size,company_location,employee_residence,industry,remote_ratio,years_experience,education_level
Research Scientist,Entry,Full-time,S,BR,BR,Consulting,100,0.0,Bachelors
Data Analyst,Senior,Full-time,M,US,US,Consulting,100,12.8,PhD
Research Scientist,Mid,Full-time,M,US,US,Retail,100,8.1,Masters
Machine Learning Engineer,Mid,Full-time,S,CA,CA,Consulting,50,5.7,Bachelors
Data Science Manager,Senior,Full-time,S,NL,NL,Finance,100,10.1,Bachelors
Analytics Engineer,Senior,Part-time,M,FR,FR,Energy,0,8.9,Bachelors
Machine Learning Engineer,Senior,Part-time,L,GB,GB,Manufacturing,0,9.5,PhD
Research Scientist,Senior,Full-time,M,FR,FR,Technology,50,9.3,Bootcamp
Data Scientist,Entry,Full-time,M,FR,FR,Media,50,0.1,Masters
Machine Learning Engineer,Mid,Full-time,M,PL,PL,Technology,100,6.3,Bachelors
LLM Engineer,Senior,Full-time,L,GB,GB,Technology,50,8.4,Masters
Machine Learning Engineer,Senior,Full-time,L,SG,SG,Technology,50,8.2,Bachelors
Machine Learning Engineer,Senior,Full-time,S,NL,NL,Education,0,10.1,Bachelors
Data Analyst,Mid,Full-time,L,GB,GB,Technology,100,8.5,PhD
Machine Learning Engineer,Senior,Full-time,M,US,US,Healthcare,0,12.2,Masters
Analytics Engineer,Entry,Full-time,M,PL,PL,Technology,0,0.0,Bachelors
MLOps Engineer,Mid,Full-time,S,BR,BR,Manufacturing,0,6.2,Masters
Data Scientist,Senior,Full-time,M,US,GB,Manufacturing,50,10.6,Masters
Data Engineer,Senior,Full-time,L,GB,GB,Technology,100,8.7,Bachelors
Data Engineer,Mid,Full-time,S,FR,FR,Retail,0,9.0,Bachelors
Data Engineer,Mid,Freelance,M,US,US,Consulting,100,3.7,Masters
Data Science Manager,Entry,Full-time,M,IN,IN,Technology,0,0.4,Bachelors
LLM Engineer,Entry,Freelance,L,AU,AU,Finance,100,3.7,Masters
Data Analyst,Entry,Full-time,M,FR,FR,Retail,0,0.0,Bootcamp
Research Scientist,Mid,Full-time,M,CA,SG,Finance,100,5.6,Masters
Data Analyst,Entry,Full-time,M,US,US,Manufacturing,50,0.5,Bachelors
Machine Learning Engineer,Mid,Full-time,L,CA,CA,Healthcare,50,4.9,Masters
AI Engineer,Mid,Full-time,L,GB,GB,Finance,0,6.4,Bachelors
Machine Learning Engineer,Entry,Full-time,M,US,US,Healthcare,100,3.4,Masters
Machine Learning Engineer,Mid,Full-time,L,SG,SG,Technology,50,7.1,Bachelors
Machine Learning Engineer,Mid,Full-time,M,CA,CA,Government,0,5.8,Bachelors
Data Scientist,Mid,Contract,L,GB,GB,Government,0,5.5,Bachelors
Data Analyst,Lead,Full-time,M,NL,NL,Technology,100,17.6,Self-taught
AI Engineer,Entry,Full-time,M,BR,BR,Finance,100,0.5,Bootcamp
AI Engineer,Entry,Full-time,S,US,US,Technology,0,3.5,PhD
Computer Vision Engineer,Senior,Part-time,M,US,AU,Technology,0,10.2,Bachelors
Data Scientist,Lead,Full-time,M,IN,IN,Media,50,13.1,Bachelors
Computer Vision Engineer,Mid,Full-time,M,CA,ES,Healthcare,100,8.6,Bachelors
Data Scientist,Mid,Full-time,M,GB,GB,Finance,100,8.5,Bachelors
MLOps Engineer,Senior,Full-time,M,US,US,Technology,50,6.6,Bachelors
Machine Learning Engineer,Entry,Full-time,S,IN,IN,Media,100,3.1,PhD
Data Science Manager,Senior,Full-time,M,IN,IN,Technology,50,10.8,PhD
Data Analyst,Lead,Full-time,L,GB,GB,Healthcare,100,12.9,Masters
Data Scientist,Senior,Contract,L,FR,FR,Retail,0,12.4,PhD
AI Engineer,Mid,Full-time,M,BR,BR,Education,0,3.7,Masters
Analytics Engineer,Entry,Full-time,L,BR,BR,Healthcare,0,0.0,PhD
LLM Engineer,Mid,Full-time,L,CA,CA,Government,50,6.3,Masters
Business Intelligence Analyst,Senior,Full-time,M,US,US,Finance,0,9.7,Bachelors
MLOps Engineer,Entry,Contract,M,US,US,Energy,100,1.7,Masters
Data Science Manager,Senior,Full-time,S,US,ES,Technology,0,10.3,Bachelors
Data Scientist,Mid,Full-time,M,ES,ES,Technology,50,7.2,Bootcamp
Data Engineer,Entry,Full-time,S,NL,AU,Consulting,100,4.8,Bachelors
Data Scientist,Lead,Full-time,M,IN,US,Retail,0,14.7,Masters
MLOps Engineer,Mid,Full-time,S,GB,GB,Finance,100,6.0,Bachelors
Machine Learning Engineer,Mid,Full-time,M,US,US,Healthcare,50,4.3,Masters
AI Engineer,Mid,Full-time,M,AU,AU,Finance,0,3.5,Self-taught
Data Engineer,Executive,Full-time,S,GB,GB,Healthcare,0,16.9,Masters
Business Intelligence Analyst,Senior,Full-time,M,GB,GB,Energy,100,10.3,Bootcamp
Machine Learning Engineer,Entry,Full-time,S,US,US,Consulting,50,1.2,Masters
Data Scientist,Entry,Full-time,M,CA,CA,Technology,100,2.3,Bootcamp
Data Analyst,Senior,Full-time,M,US,US,Finance,0,11.7,Masters
AI Engineer,Senior,Full-time,M,GB,GB,Finance,0,9.7,Bootcamp
Research Scientist,Senior,Full-time,M,US,US,Retail,50,10.8,Bachelors
Analytics Engineer,Senior,Full-time,L,IN,IN,Finance,0,10.8,Bachelors
Data Analyst,Senior,Full-time,M,DE,DE,Finance,100,12.7,Masters
Data Scientist,Senior,Full-time,M,DE,DE,Technology,100,8.0,PhD
Machine Learning Engineer,Entry,Full-time,L,DE,DE,Healthcare,50,5.0,Self-taught
Data Scientist,Entry,Full-time,S,GB,GB,Healthcare,100,0.2,Masters
Research Scientist,Lead,Full-time,M,CA,CA,Healthcare,100,12.9,Masters
LLM Engineer,Senior,Full-time,M,DE,DE,Healthcare,100,10.8,PhD
Machine Learning Engineer,Entry,Full-time,M,GB,GB,Education,50,2.1,Bachelors
Data Scientist,Senior,Full-time,M,FR,FR,Technology,100,11.7,Bachelors
Computer Vision Engineer,Entry,Full-time,M,IN,IN,Government,0,1.3,Bachelors
Computer Vision Engineer,Entry,Full-time,S,US,US,Technology,100,0.0,Bachelors
Data Engineer,Mid,Freelance,L,AU,AU,Finance,50,4.5,Masters
Analytics Engineer,Mid,Full-time,S,AU,AU,Technology,0,2.4,Masters
Data Analyst,Lead,Full-time,M,US,US,Technology,50,15.2,Masters
Analytics Engineer,Entry,Full-time,M,FR,FR,Education,50,0.4,Bootcamp
Data Scientist,Mid,Full-time,S,DE,US,Education,0,7.0,Masters
MLOps Engineer,Entry,Contract,S,SG,SG,Retail,0,0.0,Self-taught
Data Analyst,Mid,Full-time,M,CA,CA,Retail,0,8.4,Bachelors
Machine Learning Engineer,Entry,Full-time,M,IN,IN,Technology,50,5.1,Masters
Research Scientist,Entry,Full-time,L,FR,FR,Healthcare,100,1.6,Masters
LLM Engineer,Lead,Freelance,S,IN,GB,Manufacturing,100,14.5,Masters
Machine Learning Engineer,Mid,Full-time,M,US,US,Media,50,5.6,Masters
Machine Learning Engineer,Lead,Full-time,L,US,US,Finance,50,15.5,Masters
Data Analyst,Mid,Full-time,M,AU,AU,Technology,0,8.6,PhD
Data Engineer,Mid,Full-time,S,US,NL,Government,100,7.9,PhD
Machine Learning Engineer,Mid,Full-time,L,US,US,Retail,0,4.6,Bachelors
Machine Learning Engineer,Lead,Contract,S,IN,IN,Retail,50,13.3,Bachelors
AI Engineer,Executive,Full-time,S,CA,CA,Government,50,19.1,Bachelors
Data Science Manager,Entry,Full-time,M,ES,ES,Manufacturing,100,0.0,Masters
Data Scientist,Lead,Full-time,L,US,US,Consulting,0,15.8,Masters
Machine Learning Engineer,Mid,Full-time,L,SG,SG,Technology,100,5.1,Bachelors
Data Scientist,Mid,Contract,L,US,US,Healthcare,100,8.1,Bachelors
Data Scientist,Senior,Full-time,M,GB,GB,Finance,100,13.6,Bachelors
Data Analyst,Mid,Full-time,M,IN,IN,Finance,0,5.4,Bachelors
Computer Vision Engineer,Entry,Full-time,M,IN,IN,Technology,0,1.6,Self-taught
Business Intelligence Analyst,Entry,Full-time,S,GB,GB,Technology,100,3.9,Bachelors
Data Scientist,Entry,Full-time,S,IN,IN,Manufacturing,100,0.1,Bachelors
MLOps Engineer,Entry,Full-time,L,NL,NL,Consulting,0,1.5,Bachelors
Data Scientist,Senior,Part-time,M,US,US,Technology,50,9.4,PhD
AI Engineer,Entry,Full-time,M,US,US,Media,0,0.0,Bachelors
Data Engineer,Senior,Full-time,M,US,US,Finance,100,9.0,Bachelors
LLM Engineer,Entry,Full-time,M,IN,IN,Technology,50,3.9,Bachelors
Machine Learning Engineer,Mid,Full-time,M,IN,US,Finance,100,6.9,Masters
Analytics Engineer,Mid,Contract,L,FR,FR,Technology,0,6.4,Bachelors
MLOps Engineer,Lead,Full-time,M,US,US,Healthcare,100,14.0,Bachelors
Business Intelligence Analyst,Mid,Full-time,L,IN,IN,Technology,50,7.5,Masters
Research Scientist,Lead,Full-time,L,US,US,Healthcare,0,18.4,Bootcamp
Research Scientist,Lead,Contract,M,AU,AU,Technology,0,11.4,Masters
Data Engineer,Mid,Full-time,M,US,US,Finance,0,4.0,Masters
Machine Learning Engineer,Mid,Full-time,M,US,US,Technology,50,2.7,Self-taught
Data Scientist,Mid,Full-time,S,IN,IN,Finance,50,7.5,Masters
Analytics Engineer,Mid,Full-time,L,IN,IN,Finance,0,7.8,Bachelors
Data Scientist,Entry,Part-time,M,US,US,Technology,50,0.0,Bachelors
Data Scientist,Entry,Full-time,L,IN,IN,Consulting,50,5.0,Masters
Machine Learning Engineer,Mid,Full-time,L,NL,NL,Media,50,9.0,PhD
Machine Learning Engineer,Lead,Part-time,L,US,US,Finance,100,16.2,Bachelors
Data Science Manager,Mid,Full-time,M,US,US,Technology,100,4.2,Masters
Research Scientist,Senior,Full-time,M,NL,NL,Technology,100,11.5,Bachelors
Machine Learning Engineer,Entry,Full-time,M,US,US,Energy,0,1.5,Masters
Data Science Manager,Senior,Part-time,L,IN,IN,Retail,0,10.9,Bootcamp
Data Science Manager,Senior,Full-time,M,US,US,Technology,50,8.7,PhD
AI Engineer,Senior,Full-time,L,CA,CA,Technology,100,10.1,Bachelors
Data Engineer,Mid,Contract,M,GB,GB,Energy,0,3.0,Self-taught
Machine Learning Engineer,Senior,Freelance,L,US,US,Finance,50,11.6,Bachelors
Computer Vision Engineer,Mid,Full-time,L,US,US,Finance,0,6.2,PhD
Research Scientist,Senior,Full-time,M,DE,DE,Retail,50,10.5,PhD
Data Analyst,Senior,Full-time,S,NL,NL,Consulting,0,8.4,Masters
Machine Learning Engineer,Mid,Full-time,M,BR,BR,Media,0,9.6,Masters
MLOps Engineer,Mid,Full-time,M,AU,AU,Technology,0,6.3,Masters
Machine Learning Engineer,Lead,Full-time,S,US,US,Finance,0,17.6,Masters
AI Engineer,Mid,Full-time,S,IN,IN,Manufacturing,0,6.5,Masters
Data Science Manager,Mid,Full-time,M,IN,IN,Technology,0,7.5,Bachelors
Data Scientist,Mid,Contract,M,US,US,Technology,50,7.0,Masters
Research Scientist,Entry,Full-time,L,US,US,Healthcare,50,0.9,Masters
Business Intelligence Analyst,Entry,Full-time,M,BR,BR,Finance,0,0.8,Masters
AI Engineer,Entry,Full-time,M,GB,GB,Education,0,0.8,Masters
Machine Learning Engineer,Senior,Part-time,S,US,IN,Technology,100,12.8,Masters
Data Engineer,Mid,Full-time,M,US,US,Technology,0,5.0,Masters
Machine Learning Engineer,Mid,Full-time,L,US,US,Consulting,100,9.1,Masters
Analytics Engineer,Lead,Full-time,L,CA,CA,Government,100,14.5,Bachelors
Analytics Engineer,Mid,Full-time,M,IN,IN,Technology,100,6.1,Masters
Research Scientist,Senior,Full-time,M,US,US,Government,0,10.3,Bachelors
AI Engineer,Mid,Full-time,L,NL,NL,Technology,50,7.9,Bachelors
LLM Engineer,Mid,Contract,S,US,US,Technology,0,3.9,Bootcamp
Data Scientist,Mid,Contract,M,US,US,Technology,50,2.3,Bachelors
AI Engineer,Senior,Full-time,S,CA,CA,Consulting,0,10.5,Masters
Data Science Manager,Mid,Full-time,M,US,US,Energy,0,6.2,Masters
Data Engineer,Senior,Full-time,L,US,US,Retail,50,11.3,Self-taught
Analytics Engineer,Entry,Full-time,M,US,US,Technology,0,0.1,Masters
Machine Learning Engineer,Mid,Part-time,M,SG,SG,Consulting,50,5.4,Masters
Data Engineer,Lead,Full-time,M,US,US,Technology,100,15.9,PhD
Data Engineer,Executive,Full-time,M,GB,GB,Retail,50,21.5,Masters
LLM Engineer,Mid,Full-time,M,US,US,Consulting,50,8.5,Bachelors
AI Engineer,Lead,Full-time,L,US,US,Technology,100,11.1,Bachelors
Analytics Engineer,Senior,Full-time,M,BR,BR,Finance,0,8.9,Bachelors
Data Engineer,Lead,Full-time,S,BR,BR,Technology,0,13.6,Masters
Data Engineer,Senior,Full-time,M,CA,CA,Manufacturing,0,13.1,Masters
Data Analyst,Executive,Contract,L,IN,CA,Finance,100,17.5,Bachelors
Data Science Manager,Senior,Freelance,L,GB,IN,Finance,100,9.2,Masters
Data Engineer,Lead,Full-time,M,IN,IN,Government,0,16.9,Masters
Analytics Engineer,Mid,Full-time,M,GB,GB,Media,100,5.5,Masters
Data Engineer,Lead,Contract,M,NL,DE,Retail,100,12.1,Self-taught
AI Engineer,Senior,Full-time,S,BR,BR,Energy,0,8.3,Masters
Business Intelligence Analyst,Lead,Full-time,S,BR,BR,Manufacturing,0,13.8,Masters
Data Analyst,Senior,Full-time,S,FR,FR,Manufacturing,50,8.6,PhD
AI Engineer,Mid,Full-time,L,GB,GB,Technology,50,5.4,Masters
Data Analyst,Senior,Full-time,M,US,US,Government,50,10.1,Bachelors
Data Science Manager,Mid,Freelance,S,US,US,Finance,100,4.9,Bootcamp
Computer Vision Engineer,Entry,Full-time,M,IN,IN,Technology,0,0.0,Bachelors
Machine Learning Engineer,Lead,Full-time,L,IN,IN,Technology,50,16.0,Bachelors
Data Analyst,Executive,Full-time,S,US,US,Finance,0,19.2,Masters
AI Engineer,Entry,Freelance,L,SG,SG,Technology,0,5.9,Bachelors
Business Intelligence Analyst,Entry,Full-time,M,IN,IN,Technology,50,2.9,Bachelors
Research Scientist,Entry,Freelance,L,US,US,Consulting,50,2.3,Masters
LLM Engineer,Senior,Full-time,M,PL,PL,Retail,50,7.6,Masters
LLM Engineer,Mid,Full-time,M,GB,GB,Finance,0,7.4,Masters
Data Analyst,Mid,Full-time,M,ES,ES,Finance,50,6.0,Masters
Machine Learning Engineer,Entry,Full-time,S,IN,IN,Technology,0,0.0,Masters
Data Analyst,Mid,Full-time,S,FR,FR,Media,100,7.0,Bachelors
Data Scientist,Executive,Full-time,M,US,US,Technology,50,20.0,Masters
Data Scientist,Mid,Full-time,S,GB,GB,Technology,0,2.4,Bachelors
Data Science Manager,Senior,Full-time,M,US,US,Technology,100,8.0,Masters
LLM Engineer,Senior,Freelance,S,IN,IN,Technology,0,10.5,Bachelors
Business Intelligence Analyst,Lead,Full-time,L,GB,GB,Consulting,50,12.6,Bachelors
Data Analyst,Entry,Full-time,M,US,US,Finance,100,0.0,Masters
Data Analyst,Entry,Full-time,S,US,US,Retail,0,1.3,PhD
Data Analyst,Senior,Full-time,S,CA,CA,Retail,100,10.3,Masters
Machine Learning Engineer,Entry,Contract,M,US,US,Finance,0,6.2,Masters
LLM Engineer,Entry,Full-time,M,US,US,Finance,50,3.0,Masters
AI Engineer,Mid,Full-time,M,IN,IN,Energy,50,5.7,Masters
AI Engineer,Mid,Full-time,M,IN,IN,Retail,0,4.0,Masters
Business Intelligence Analyst,Mid,Full-time,M,GB,GB,Technology,100,7.2,Masters
Data Engineer,Senior,Full-time,L,BR,BR,Retail,100,9.9,Masters
Business Intelligence Analyst,Senior,Full-time,M,US,US,Technology,100,13.5,PhD
Data Science Manager,Entry,Full-time,S,CA,CA,Media,50,5.7,Masters
Machine Learning Engineer,Senior,Full-time,M,AU,AU,Technology,0,9.3,PhD
Research Scientist,Lead,Contract,M,IN,IN,Energy,50,13.8,Bootcamp
Analytics Engineer,Senior,Contract,M,CA,GB,Retail,100,12.0,Masters
Data Analyst,Senior,Full-time,M,GB,GB,Finance,100,8.0,Self-taught
Data Engineer,Entry,Full-time,M,US,US,Technology,0,0.4,Bootcamp
Data Scientist,Executive,Contract,M,ES,ES,Retail,0,19.9,PhD
Data Science Manager,Executive,Full-time,M,ES,ES,Healthcare,100,16.5,Bachelors
Machine Learning Engineer,Mid,Full-time,L,BR,BR,Technology,100,3.0,Bachelors
Machine Learning Engineer,Senior,Full-time,L,DE,DE,Retail,50,10.1,PhD
Data Scientist,Senior,Full-time,S,US,US,Government,0,12.3,Bootcamp
Business Intelligence Analyst,Senior,Full-time,S,BR,BR,Technology,0,11.0,PhD
Data Engineer,Senior,Full-time,L,US,US,Education,0,10.2,Bachelors
Data Analyst,Mid,Part-time,L,US,US,Media,100,6.7,Self-taught
Machine Learning Engineer,Entry,Part-time,M,BR,BR,Manufacturing,0,0.7,Bootcamp
Machine Learning Engineer,Lead,Full-time,S,GB,GB,Retail,0,10.4,Bachelors
AI Engineer,Mid,Full-time,M,GB,GB,Consulting,50,3.5,Masters
Machine Learning Engineer,Mid,Full-time,M,US,US,Healthcare,0,8.7,Masters
Data Analyst,Mid,Full-time,M,IN,IN,Manufacturing,100,8.0,Bootcamp
Data Scientist,Mid,Full-time,S,IN,IN,Consulting,50,7.0,Bachelors
Data Scientist,Senior,Full-time,S,IN,IN,Retail,100,10.1,PhD
AI Engineer,Entry,Full-time,S,GB,GB,Retail,0,4.5,Bachelors
MLOps Engineer,Senior,Full-time,M,US,US,Healthcare,0,10.0,Bachelors
Data Scientist,Senior,Full-time,S,US,US,Technology,100,9.2,Masters
AI Engineer,Mid,Part-time,S,GB,GB,Finance,0,3.9,Bachelors
Analytics Engineer,Mid,Full-time,S,ES,ES,Consulting,0,8.9,Bootcamp
Data Scientist,Lead,Full-time,S,SG,SG,Healthcare,50,14.2,Bootcamp
Analytics Engineer,Mid,Full-time,M,IN,IN,Technology,0,6.9,Bachelors
Data Analyst,Mid,Full-time,M,DE,DE,Government,0,3.3,Bootcamp
Analytics Engineer,Mid,Full-time,L,US,US,Healthcare,100,4.5,Bachelors
AI Engineer,Lead,Full-time,M,AU,AU,Finance,100,17.8,Bachelors
Research Scientist,Entry,Full-time,L,IN,IN,Technology,0,0.2,Bootcamp
Data Scientist,Senior,Full-time,M,US,US,Technology,0,11.3,Masters
Business Intelligence Analyst,Senior,Full-time,M,IN,IN,Healthcare,50,9.5,Bootcamp
Data Engineer,Senior,Full-time,M,US,US,Manufacturing,0,9.4,Bachelors
Data Engineer,Entry,Full-time,M,IN,IN,Retail,50,3.4,Bachelors
Business Intelligence Analyst,Entry,Full-time,M,IN,IN,Retail,0,0.0,Masters
Data Analyst,Senior,Full-time,S,IN,IN,Media,0,8.5,Bachelors
Business Intelligence Analyst,Senior,Full-time,M,US,US,Finance,0,9.3,Bachelors
Data Analyst,Entry,Full-time,M,US,US,Healthcare,50,4.0,Bachelors
Computer Vision Engineer,Mid,Full-time,S,NL,NL,Consulting,0,5.5,Bachelors
Data Engineer,Mid,Full-time,L,SG,IN,Technology,100,2.0,Masters
Business Intelligence Analyst,Mid,Full-time,M,US,US,Government,100,7.7,Self-taught
Data Scientist,Entry,Full-time,S,US,US,Technology,50,2.8,Masters
Machine Learning Engineer,Senior,Full-time,M,IN,IN,Finance,100,7.0,Bachelors
Analytics Engineer,Entry,Freelance,S,IN,IN,Retail,0,0.6,Self-taught
Data Engineer,Senior,Contract,M,IN,IN,Technology,100,8.3,Bachelors
Data Scientist,Entry,Full-time,L,US,US,Finance,50,0.6,Masters
Data Engineer,Entry,Full-time,M,US,US,Finance,100,3.5,PhD
AI Engineer,Lead,Full-time,S,US,US,Finance,0,12.7,Bachelors
Data Scientist,Senior,Full-time,M,IN,IN,Technology,50,9.8,Bachelors
Data Analyst,Mid,Full-time,L,IN,IN,Retail,0,5.8,Masters
AI Engineer,Senior,Full-time,L,US,US,Education,0,12.2,Bachelors
AI Engineer,Mid,Full-time,M,NL,NL,Retail,0,5.5,Masters
MLOps Engineer,Mid,Full-time,M,IN,IN,Finance,100,6.4,Masters
Data Engineer,Senior,Full-time,M,PL,PL,Technology,50,12.1,Masters
AI Engineer,Mid,Full-time,L,CA,CA,Finance,100,9.2,Masters
MLOps Engineer,Senior,Contract,M,IN,IN,Technology,50,11.0,Bootcamp
Research Scientist,Senior,Contract,M,US,US,Finance,50,13.3,PhD
Analytics Engineer,Mid,Full-time,S,GB,GB,Media,0,9.0,Self-taught
Data Scientist,Senior,Part-time,L,GB,GB,Technology,50,10.3,Masters
Research Scientist,Mid,Full-time,M,GB,GB,Technology,50,6.5,Masters
Data Analyst,Entry,Full-time,M,US,US,Finance,0,3.9,Bachelors
Data Engineer,Entry,Part-time,L,GB,GB,Retail,0,2.3,Bachelors
Machine Learning Engineer,Lead,Full-time,M,AU,AU,Finance,0,14.0,Masters
Data Scientist,Mid,Full-time,M,DE,DE,Retail,0,6.2,Masters
Data Scientist,Mid,Full-time,M,US,US,Finance,0,3.8,PhD
Data Scientist,Senior,Full-time,M,US,US,Technology,50,12.4,Bachelors
Data Analyst,Senior,Full-time,M,US,US,Consulting,50,10.1,PhD
MLOps Engineer,Senior,Full-time,M,DE,US,Technology,100,12.3,Bootcamp
Data Engineer,Mid,Full-time,L,IN,GB,Healthcare,100,8.8,Self-taught
AI Engineer,Senior,Full-time,M,CA,CA,Technology,0,8.6,Masters
Business Intelligence Analyst,Senior,Full-time,M,US,US,Government,50,9.0,PhD
Data Analyst,Senior,Full-time,M,US,US,Finance,100,12.7,Masters
Data Engineer,Mid,Full-time,M,GB,GB,Finance,50,3.5,Masters
AI Engineer,Senior,Full-time,L,IN,IN,Finance,0,11.3,Masters
Data Scientist,Mid,Full-time,M,SG,SG,Government,0,6.9,Masters
Research Scientist,Senior,Full-time,L,US,US,Consulting,0,11.6,Masters
Data Scientist,Senior,Full-time,M,CA,CA,Retail,0,12.3,Masters
Computer Vision Engineer,Mid,Full-time,L,US,US,Finance,0,6.2,Masters
Computer Vision Engineer,Senior,Full-time,M,IN,IN,Retail,100,10.3,Bachelors
Data Engineer,Mid,Full-time,L,AU,AU,Government,0,9.2,Bachelors
Machine Learning Engineer,Senior,Full-time,M,US,US,Media,100,7.4,Masters
Research Scientist,Mid,Full-time,L,DE,DE,Technology,100,8.4,Masters
AI Engineer,Executive,Full-time,M,IN,IN,Government,50,17.7,Bootcamp
Data Science Manager,Entry,Full-time,L,IN,IN,Consulting,50,0.3,Bachelors
Business Intelligence Analyst,Mid,Full-time,M,BR,BR,Media,50,4.9,Self-taught
Business Intelligence Analyst,Senior,Full-time,M,US,US,Technology,0,13.0,Masters
Machine Learning Engineer,Senior,Full-time,L,US,US,Retail,50,11.8,Bachelors
AI Engineer,Senior,Contract,S,US,US,Finance,0,8.5,Masters
Data Analyst,Mid,Full-time,M,SG,SG,Healthcare,100,8.0,Bachelors
LLM Engineer,Senior,Full-time,M,IN,IN,Healthcare,100,6.9,Masters
Machine Learning Engineer,Entry,Full-time,M,US,US,Technology,0,1.0,Self-taught
MLOps Engineer,Senior,Full-time,L,IN,IN,Manufacturing,0,12.7,Bachelors
Data Engineer,Mid,Full-time,L,GB,GB,Consulting,0,4.1,Masters
Business Intelligence Analyst,Senior,Contract,L,IN,IN,Media,0,9.4,Masters
AI Engineer,Entry,Contract,M,CA,CA,Technology,0,1.4,Bachelors
Machine Learning Engineer,Mid,Full-time,M,DE,DE,Technology,0,5.1,Bachelors
Machine Learning Engineer,Senior,Full-time,M,GB,GB,Finance,100,9.4,Bachelors
Data Scientist,Entry,Full-time,M,PL,PL,Government,100,1.2,Bachelors
Research Scientist,Senior,Full-time,M,US,US,Technology,0,11.8,Bootcamp
Data Engineer,Mid,Full-time,M,US,US,Technology,100,9.2,Masters
AI Engineer,Executive,Part-time,M,BR,BR,Finance,0,18.9,Masters
Analytics Engineer,Senior,Full-time,S,US,US,Education,50,11.5,Masters
Data Engineer,Senior,Full-time,S,GB,GB,Government,100,7.9,Masters
Data Scientist,Entry,Part-time,S,GB,GB,Retail,50,0.2,Bachelors
AI Engineer,Mid,Contract,M,DE,DE,Manufacturing,50,7.8,Masters
Machine Learning Engineer,Senior,Full-time,S,US,US,Technology,0,12.1,Bachelors
Data Analyst,Entry,Full-time,M,US,US,Technology,50,0.0,Bootcamp
MLOps Engineer,Lead,Full-time,M,CA,CA,Finance,50,13.2,Masters
Business Intelligence Analyst,Lead,Full-time,L,IN,IN,Education,100,15.3,Bachelors
Analytics Engineer,Entry,Full-time,L,US,US,Finance,0,2.2,Bootcamp
Analytics Engineer,Senior,Freelance,S,DE,DE,Energy,50,10.1,Bootcamp
AI Engineer,Lead,Full-time,L,ES,ES,Technology,0,18.9,Bootcamp
LLM Engineer,Entry,Contract,M,DE,DE,Technology,0,1.7,Masters
Data Science Manager,Mid,Full-time,M,DE,DE,Consulting,0,7.2,Bachelors
Machine Learning Engineer,Senior,Full-time,S,US,US,Finance,0,10.4,Masters
Research Scientist,Senior,Full-time,S,ES,IN,Healthcare,100,9.1,Masters
Data Scientist,Senior,Full-time,L,AU,AU,Finance,50,10.2,PhD
Research Scientist,Mid,Full-time,M,US,US,Finance,0,8.9,Self-taught
MLOps Engineer,Mid,Full-time,S,GB,US,Government,0,8.1,Bachelors
Analytics Engineer,Executive,Full-time,L,DE,DE,Government,100,22.3,Masters
Data Science Manager,Entry,Full-time,M,AU,US,Consulting,100,3.2,Bootcamp
Business Intelligence Analyst,Mid,Full-time,L,US,US,Technology,0,4.0,Bootcamp
Data Scientist,Senior,Full-time,M,SG,NL,Retail,100,14.1,Bootcamp
Machine Learning Engineer,Senior,Full-time,M,IN,IN,Finance,0,10.5,Masters
AI Engineer,Executive,Contract,L,AU,AU,Energy,0,18.9,Masters
Data Scientist,Senior,Full-time,M,DE,DE,Technology,0,7.3,Bootcamp
Business Intelligence Analyst,Lead,Part-time,M,IN,IN,Technology,100,16.5,Bachelors
Data Science Manager,Senior,Contract,M,US,US,Technology,100,10.8,Masters
Data Engineer,Mid,Part-time,M,BR,BR,Technology,50,6.3,Masters
Data Analyst,Mid,Full-time,M,GB,GB,Technology,50,6.2,Bachelors
Computer Vision Engineer,Executive,Full-time,M,US,US,Technology,0,18.9,Bachelors
Machine Learning Engineer,Senior,Full-time,L,NL,NL,Finance,50,11.0,Masters
Data Engineer,Mid,Freelance,L,US,US,Finance,50,7.2,Bachelors
Data Scientist,Mid,Full-time,M,US,US,Government,0,5.7,Self-taught
Business Intelligence Analyst,Senior,Full-time,L,US,US,Manufacturing,100,10.5,Self-taught
Data Scientist,Senior,Contract,L,ES,ES,Healthcare,0,9.9,Bachelors
Research Scientist,Mid,Full-time,S,BR,BR,Education,100,3.1,Bachelors
Data Analyst,Senior,Freelance,L,DE,DE,Finance,50,14.1,Bachelors
Data Engineer,Mid,Full-time,L,DE,US,Technology,100,6.2,Bachelors
MLOps Engineer,Mid,Freelance,L,US,NL,Technology,0,9.0,Masters
Analytics Engineer,Entry,Full-time,L,IN,US,Technology,100,4.3,Masters
Data Analyst,Mid,Part-time,M,IN,IN,Energy,50,7.9,Masters
Data Analyst,Senior,Full-time,L,US,US,Technology,0,13.2,Masters
Data Engineer,Senior,Full-time,M,BR,BR,Technology,50,9.3,Bachelors
Machine Learning Engineer,Lead,Part-time,M,US,US,Finance,50,15.3,Masters
AI Engineer,Entry,Full-time,L,ES,NL,Healthcare,100,0.7,PhD
MLOps Engineer,Mid,Contract,L,AU,AU,Retail,50,7.1,Masters
Data Scientist,Entry,Full-time,M,GB,GB,Finance,0,1.5,PhD
AI Engineer,Entry,Part-time,M,IN,IN,Consulting,100,1.3,PhD
